Member_number,Date,itemDescription,,istext
4860,25-06-2014,soda,,TRUE
2047,12/5/2014,newspapers,,FALSE
4649,5/9/2014,shopping bags,,FALSE
3247,9/3/2014,coffee,,FALSE
4192,22-02-2014,seasonal products,,TRUE
3491,26-06-2014,specialty bar,,TRUE
1025,6/2/2014,shopping bags,,FALSE
3556,17-12-2014,whipped/sour cream,,TRUE
3698,11/7/2014,whole milk,,FALSE
1534,2/7/2014,pastry,,FALSE
1327,14-12-2014,rolls/buns,,TRUE
1716,16-08-2014,pip fruit,,TRUE
4500,15-11-2014,cling film/bags,,TRUE
1097,3/5/2014,root vegetables,,FALSE
3614,13-04-2014,specialty bar,,TRUE
1717,26-07-2014,bottled water,,TRUE
1981,1/11/2014,fruit/vegetable juice,,FALSE
2320,25-03-2014,grapes,,TRUE
3088,11/3/2014,newspapers,,FALSE
4920,9/10/2014,canned fish,,FALSE
4338,25-10-2014,candy,,TRUE
2093,1/6/2014,canned vegetables,,FALSE
4212,12/5/2014,rolls/buns,,FALSE
3817,12/3/2014,yogurt,,FALSE
2552,8/10/2014,root vegetables,,FALSE
2524,3/8/2014,UHT-milk,,FALSE
2454,12/7/2014,other vegetables,,FALSE
1498,29-10-2014,baking powder,,TRUE
2222,3/4/2014,rolls/buns,,FALSE
3905,25-01-2014,soft cheese,,TRUE
3485,10/11/2014,misc. beverages,,FALSE
4403,24-06-2014,other vegetables,,TRUE
2661,14-12-2014,waffles,,TRUE
2415,14-09-2014,bottled water,,TRUE
4165,16-09-2014,white wine,,TRUE
1838,14-06-2014,ice cream,,TRUE
4129,28-02-2014,yogurt,,TRUE
3468,2/6/2014,yogurt,,FALSE
3515,13-04-2014,cling film/bags,,TRUE
4683,9/5/2014,specialty chocolate,,FALSE
4415,22-08-2014,other vegetables,,TRUE
3778,27-04-2014,specialty chocolate,,TRUE
2406,27-10-2014,chocolate marshmallow,,TRUE
2726,27-11-2014,shopping bags,,TRUE
3370,14-12-2014,frozen vegetables,,TRUE
4485,27-01-2014,pastry,,TRUE
3266,6/9/2014,misc. beverages,,FALSE
3115,9/7/2014,bottled water,,FALSE
2479,5/3/2014,bottled water,,FALSE
1628,13-11-2014,white bread,,TRUE
1023,13-06-2014,soda,,TRUE
1089,5/12/2014,sauces,,FALSE
1386,21-12-2014,sugar,,TRUE
3221,9/9/2014,spices,,FALSE
2623,22-11-2014,brown bread,,TRUE
2142,23-05-2014,seasonal products,,TRUE
4164,3/3/2014,curd,,FALSE
1277,25-01-2014,brown bread,,TRUE
2927,1/9/2014,popcorn,,FALSE
4455,9/10/2014,rolls/buns,,FALSE
4042,15-07-2014,rolls/buns,,TRUE
1239,18-04-2014,soda,,TRUE
1542,13-09-2014,popcorn,,TRUE
4208,3/2/2014,rolls/buns,,FALSE
4106,25-07-2014,baking powder,,TRUE
1853,25-03-2014,fruit/vegetable juice,,TRUE
2701,16-08-2014,margarine,,TRUE
3539,19-03-2014,soda,,TRUE
1428,18-10-2014,long life bakery product,,TRUE
2424,23-03-2014,softener,,TRUE
1528,12/6/2014,cream cheese ,,FALSE
3150,11/8/2014,pip fruit,,FALSE
3635,23-12-2014,pasta,,TRUE
4078,27-09-2014,cream cheese ,,TRUE
3606,11/11/2014,whipped/sour cream,,FALSE
4066,24-01-2014,sliced cheese,,TRUE
4508,22-11-2014,pip fruit,,TRUE
2284,24-03-2014,frozen potato products,,TRUE
3450,26-11-2014,pip fruit,,TRUE
4097,18-05-2014,condensed milk,,TRUE
4096,20-04-2014,napkins,,TRUE
2637,18-09-2014,rolls/buns,,TRUE
3007,2/12/2014,frozen dessert,,FALSE
1859,5/11/2014,butter milk,,FALSE
1479,29-03-2014,whole milk,,TRUE
1719,25-04-2014,curd,,TRUE
1618,13-07-2014,sugar,,TRUE
3976,5/10/2014,rolls/buns,,FALSE
2482,21-01-2014,vinegar,,TRUE
4899,27-08-2014,rolls/buns,,TRUE
2364,23-07-2014,bottled water,,TRUE
2478,25-02-2014,photo/film,,TRUE
3680,25-10-2014,soda,,TRUE
2552,20-06-2014,whole milk,,TRUE
3676,9/6/2014,other vegetables,,FALSE
1855,16-07-2014,skin care,,TRUE
3582,29-11-2014,napkins,,TRUE
2688,21-12-2014,whole milk,,TRUE
3782,14-05-2014,butter,,TRUE
1427,12/6/2014,rolls/buns,,FALSE
4310,7/7/2014,whole milk,,FALSE
2803,26-10-2014,yogurt,,TRUE
4601,5/1/2014,yogurt,,FALSE
2027,26-02-2014,domestic eggs,,TRUE
1398,23-08-2014,sugar,,TRUE
1896,25-07-2014,citrus fruit,,TRUE
3731,18-08-2014,soda,,TRUE
2764,18-04-2014,yogurt,,TRUE
3909,16-09-2014,berries,,TRUE
2857,12/12/2014,newspapers,,FALSE
2192,21-11-2014,rolls/buns,,TRUE
1507,6/6/2014,hair spray,,FALSE
4617,3/11/2014,coffee,,FALSE
3920,17-02-2014,whole milk,,TRUE
1843,24-09-2014,domestic eggs,,TRUE
2946,20-09-2014,specialty cheese,,TRUE
1087,16-12-2014,flower (seeds),,TRUE
2014,19-12-2014,yogurt,,TRUE
1473,27-02-2014,pasta,,TRUE
3095,17-08-2014,liquor,,TRUE
4461,13-05-2014,white bread,,TRUE
3879,3/12/2014,specialty bar,,FALSE
3083,9/6/2014,flour,,FALSE
1114,25-04-2014,brown bread,,TRUE
2390,26-08-2014,other vegetables,,TRUE
1625,10/1/2014,bottled water,,FALSE
4842,19-10-2014,hamburger meat,,TRUE
4798,19-05-2014,soda,,TRUE
3127,24-03-2014,whole milk,,TRUE
4051,18-12-2014,waffles,,TRUE
1004,19-08-2014,whole milk,,TRUE
3782,21-09-2014,root vegetables,,TRUE
2974,1/1/2014,whipped/sour cream,,FALSE
1938,25-09-2014,bottled water,,TRUE
4973,28-05-2014,brown bread,,TRUE
3065,28-12-2014,dental care,,TRUE
2704,2/8/2014,whole milk,,FALSE
3083,19-09-2014,whole milk,,TRUE
4442,8/4/2014,pet care,,FALSE
2147,15-09-2014,brown bread,,TRUE
4594,24-12-2014,bottled beer,,TRUE
1108,22-08-2014,pastry,,TRUE
4277,4/9/2014,hygiene articles,,FALSE
2058,8/5/2014,pip fruit,,FALSE
1041,29-06-2014,brown bread,,TRUE
4494,11/6/2014,frozen meals,,FALSE
3246,14-01-2014,frozen vegetables,,TRUE
2264,17-10-2014,coffee,,TRUE
4931,28-08-2014,cream cheese ,,TRUE
3457,17-03-2014,chocolate marshmallow,,TRUE
4444,8/12/2014,pasta,,FALSE
1724,4/4/2014,salty snack,,FALSE
1966,14-02-2014,grapes,,TRUE
4126,6/11/2014,candy,,FALSE
3430,12/1/2014,pot plants,,FALSE
2054,21-11-2014,chewing gum,,TRUE
3667,11/5/2014,cereals,,FALSE
3329,8/9/2014,dog food,,FALSE
3841,27-09-2014,UHT-milk,,TRUE
2687,16-12-2014,spices,,TRUE
1328,14-08-2014,pastry,,TRUE
4211,3/4/2014,napkins,,FALSE
2604,17-09-2014,whipped/sour cream,,TRUE
1937,26-07-2014,popcorn,,TRUE
3856,3/3/2014,cat food,,FALSE
3484,25-12-2014,shopping bags,,TRUE
1549,2/3/2014,coffee,,FALSE
1702,5/5/2014,whipped/sour cream,,FALSE
3694,1/8/2014,dessert,,FALSE
4608,20-07-2014,whole milk,,TRUE
2376,15-06-2014,soda,,TRUE
3282,10/7/2014,chocolate,,FALSE
2349,14-03-2014,dessert,,TRUE
2936,7/3/2014,newspapers,,FALSE
2311,13-03-2014,pot plants,,TRUE
1661,21-07-2014,mustard,,TRUE
2652,4/9/2014,waffles,,FALSE
2049,2/4/2014,other vegetables,,FALSE
4855,16-06-2014,whipped/sour cream,,TRUE
2715,23-05-2014,rolls/buns,,TRUE
4132,2/3/2014,shopping bags,,FALSE
1887,3/2/2014,whole milk,,FALSE
1832,21-08-2014,coffee,,TRUE
1176,21-11-2014,domestic eggs,,TRUE
3382,13-11-2014,processed cheese,,TRUE
1444,7/3/2014,shopping bags,,FALSE
1702,13-05-2014,yogurt,,TRUE
3447,30-06-2014,soda,,TRUE
4759,24-01-2014,root vegetables,,TRUE
2536,9/2/2014,whole milk,,FALSE
3666,12/4/2014,yogurt,,FALSE
3767,6/7/2014,yogurt,,FALSE
3271,25-02-2014,other vegetables,,TRUE
3654,17-06-2014,ice cream,,TRUE
4871,7/7/2014,canned beer,,FALSE
1217,3/12/2014,grapes,,FALSE
1616,3/5/2014,whole milk,,FALSE
1329,22-02-2014,newspapers,,TRUE
4603,17-11-2014,newspapers,,TRUE
4431,10/5/2014,rolls/buns,,FALSE
3913,11/4/2014,tropical fruit,,FALSE
2325,6/11/2014,chocolate,,FALSE
4117,3/8/2014,whole milk,,FALSE
2174,5/1/2014,bottled water,,FALSE
4541,3/4/2014,whole milk,,FALSE
3670,6/5/2014,dish cleaner,,FALSE
3719,26-10-2014,yogurt,,TRUE
3499,13-07-2014,whole milk,,TRUE
1749,9/12/2014,onions,,FALSE
1572,17-05-2014,margarine,,TRUE
2271,3/2/2014,processed cheese,,FALSE
3834,18-05-2014,salty snack,,TRUE
1146,23-05-2014,soda,,TRUE
4298,22-03-2014,margarine,,TRUE
4164,25-09-2014,prosecco,,TRUE
3998,8/1/2014,Instant food products,,FALSE
3786,21-10-2014,hard cheese,,TRUE
3285,21-10-2014,other vegetables,,TRUE
3159,18-04-2014,napkins,,TRUE
3820,26-07-2014,bottled beer,,TRUE
1808,15-12-2014,citrus fruit,,TRUE
4860,22-02-2014,rolls/buns,,TRUE
1928,23-05-2014,newspapers,,TRUE
1438,19-01-2014,yogurt,,TRUE
4290,26-03-2014,processed cheese,,TRUE
1818,8/12/2014,bottled water,,FALSE
1176,4/8/2014,sugar,,FALSE
4879,19-09-2014,bottled beer,,TRUE
1574,17-06-2014,onions,,TRUE
1045,10/4/2014,specialty chocolate,,FALSE
1168,31-10-2014,herbs,,TRUE
4648,3/10/2014,flour,,FALSE
1931,4/3/2014,bottled water,,FALSE
2868,4/3/2014,oil,,FALSE
3082,22-07-2014,domestic eggs,,TRUE
2935,21-04-2014,whipped/sour cream,,TRUE
2639,8/6/2014,canned fish,,FALSE
2789,12/7/2014,citrus fruit,,FALSE
4153,14-02-2014,UHT-milk,,TRUE
3761,12/2/2014,grapes,,FALSE
4444,25-04-2014,long life bakery product,,TRUE
2824,5/9/2014,frozen fish,,FALSE
1146,12/7/2014,shopping bags,,FALSE
4796,2/3/2014,curd cheese,,FALSE
4586,26-09-2014,newspapers,,TRUE
1987,29-10-2014,yogurt,,TRUE
4376,7/12/2014,soda,,FALSE
2511,18-06-2014,turkey,,TRUE
3364,6/5/2014,herbs,,FALSE
4471,8/10/2014,yogurt,,FALSE
2022,23-02-2014,yogurt,,TRUE
1097,16-04-2014,whole milk,,TRUE
1510,3/12/2014,canned beer,,FALSE
1521,26-12-2014,seasonal products,,TRUE
2601,28-02-2014,curd,,TRUE
1314,5/9/2014,ice cream,,FALSE
3657,28-11-2014,white bread,,TRUE
4693,8/6/2014,root vegetables,,FALSE
3095,22-07-2014,specialty vegetables,,TRUE
1274,25-04-2014,cream cheese ,,TRUE
2164,19-11-2014,bottled beer,,TRUE
2447,14-04-2014,other vegetables,,TRUE
3778,22-11-2014,frozen meals,,TRUE
4219,21-09-2014,sliced cheese,,TRUE
4382,1/3/2014,spices,,FALSE
2612,30-07-2014,soda,,TRUE
3899,27-01-2014,whole milk,,TRUE
4318,9/8/2014,specialty fat,,FALSE
1305,26-07-2014,root vegetables,,TRUE
4991,22-12-2014,root vegetables,,TRUE
2998,30-10-2014,semi-finished bread,,TRUE
3327,16-07-2014,rolls/buns,,TRUE
4115,8/2/2014,yogurt,,FALSE
1201,24-11-2014,coffee,,TRUE
1595,27-06-2014,newspapers,,TRUE
2017,12/11/2014,waffles,,FALSE
3142,11/5/2014,rolls/buns,,FALSE
4862,12/10/2014,white bread,,FALSE
4245,13-09-2014,whole milk,,TRUE
2570,19-06-2014,root vegetables,,TRUE
2839,29-06-2014,red/blush wine,,TRUE
3626,11/6/2014,other vegetables,,FALSE
2119,6/7/2014,cat food,,FALSE
3409,8/9/2014,brown bread,,FALSE
1842,30-05-2014,newspapers,,TRUE
1568,9/3/2014,coffee,,FALSE
3050,3/5/2014,root vegetables,,FALSE
2577,28-06-2014,citrus fruit,,TRUE
1898,11/11/2014,sugar,,FALSE
1946,8/11/2014,whipped/sour cream,,FALSE
4075,2/12/2014,brown bread,,FALSE
2401,25-06-2014,butter,,TRUE
2014,8/10/2014,bottled water,,FALSE
2081,18-05-2014,whole milk,,TRUE
2838,19-04-2014,berries,,TRUE
4319,29-09-2014,butter,,TRUE
2122,16-09-2014,domestic eggs,,TRUE
3099,20-09-2014,soda,,TRUE
2077,28-04-2014,hard cheese,,TRUE
4881,30-12-2014,butter,,TRUE
1373,28-04-2014,soda,,TRUE
2514,24-06-2014,citrus fruit,,TRUE
4772,19-12-2014,soda,,TRUE
4592,20-06-2014,newspapers,,TRUE
1468,12/4/2014,salty snack,,FALSE
3879,14-10-2014,grapes,,TRUE
3805,20-07-2014,rolls/buns,,TRUE
1392,15-08-2014,butter,,TRUE
4961,2/11/2014,candy,,FALSE
4541,7/10/2014,semi-finished bread,,FALSE
4206,7/4/2014,domestic eggs,,FALSE
2187,22-08-2014,newspapers,,TRUE
1087,25-07-2014,whole milk,,TRUE
3251,5/11/2014,rolls/buns,,FALSE
3582,8/4/2014,whole milk,,FALSE
3924,12/1/2014,pastry,,FALSE
3193,29-05-2014,yogurt,,TRUE
1371,17-08-2014,misc. beverages,,TRUE
3111,19-02-2014,bottled water,,TRUE
1585,20-04-2014,whole milk,,TRUE
4817,13-06-2014,butter,,TRUE
4207,21-10-2014,candy,,TRUE
1158,19-02-2014,bottled water,,TRUE
4637,7/4/2014,napkins,,FALSE
1231,23-11-2014,soda,,TRUE
2217,24-04-2014,curd,,TRUE
4933,1/8/2014,root vegetables,,FALSE
3153,26-10-2014,brown bread,,TRUE
3827,28-02-2014,bottled water,,TRUE
1427,26-06-2014,butter,,TRUE
1151,12/12/2014,soft cheese,,FALSE
3206,5/11/2014,instant coffee,,FALSE
1979,12/4/2014,brown bread,,FALSE
2346,23-12-2014,fruit/vegetable juice,,TRUE
1443,13-01-2014,dessert,,TRUE
4791,27-02-2014,long life bakery product,,TRUE
3321,11/3/2014,rolls/buns,,FALSE
4335,17-07-2014,margarine,,TRUE
1517,3/9/2014,salty snack,,FALSE
4140,2/1/2014,newspapers,,FALSE
3140,15-12-2014,shopping bags,,TRUE
4245,21-11-2014,tropical fruit,,TRUE
3481,30-05-2014,other vegetables,,TRUE
3107,23-04-2014,canned beer,,TRUE
3015,7/8/2014,other vegetables,,FALSE
4248,9/10/2014,margarine,,FALSE
4510,4/12/2014,butter,,FALSE
3306,5/6/2014,whole milk,,FALSE
1601,9/8/2014,frozen vegetables,,FALSE
2787,28-04-2014,long life bakery product,,TRUE
3931,19-07-2014,pastry,,TRUE
1590,21-06-2014,pip fruit,,TRUE
3188,16-10-2014,chocolate marshmallow,,TRUE
4021,9/9/2014,other vegetables,,FALSE
3785,16-07-2014,domestic eggs,,TRUE
1682,10/9/2014,berries,,FALSE
1480,25-05-2014,grapes,,TRUE
4165,6/10/2014,syrup,,FALSE
4786,4/5/2014,frozen fish,,FALSE
4748,19-04-2014,whole milk,,TRUE
4342,1/9/2014,whole milk,,FALSE
2483,21-02-2014,canned beer,,TRUE
4243,30-03-2014,margarine,,TRUE
3075,12/4/2014,root vegetables,,FALSE
1983,26-06-2014,rolls/buns,,TRUE
4567,16-03-2014,other vegetables,,TRUE
3459,21-06-2014,whole milk,,TRUE
2369,23-07-2014,fish,,TRUE
1998,13-10-2014,pork,,TRUE
4685,20-01-2014,pip fruit,,TRUE
2036,20-07-2014,soda,,TRUE
1094,26-08-2014,other vegetables,,TRUE
3953,19-05-2014,root vegetables,,TRUE
2303,31-01-2014,grapes,,TRUE
2930,25-04-2014,other vegetables,,TRUE
2187,26-12-2014,domestic eggs,,TRUE
3595,17-01-2014,curd,,TRUE
3956,19-12-2014,root vegetables,,TRUE
1595,26-01-2014,yogurt,,TRUE
2597,25-10-2014,root vegetables,,TRUE
1717,6/4/2014,pip fruit,,FALSE
3544,12/3/2014,flower (seeds),,FALSE
2226,6/9/2014,whole milk,,FALSE
3696,2/11/2014,sparkling wine,,FALSE
4804,10/8/2014,other vegetables,,FALSE
1333,10/10/2014,fruit/vegetable juice,,FALSE
4892,27-12-2014,herbs,,TRUE
2109,22-06-2014,bottled water,,TRUE
1737,4/9/2014,flour,,FALSE
1778,27-11-2014,bottled water,,TRUE
2921,27-11-2014,other vegetables,,TRUE
1129,25-01-2014,baking powder,,TRUE
4739,4/2/2014,yogurt,,FALSE
4024,15-10-2014,butter,,TRUE
4140,20-02-2014,whole milk,,TRUE
2201,30-05-2014,ice cream,,TRUE
1815,24-10-2014,other vegetables,,TRUE
3659,13-04-2014,shopping bags,,TRUE
1569,20-05-2014,berries,,TRUE
3708,27-10-2014,pip fruit,,TRUE
2394,18-10-2014,nuts/prunes,,TRUE
2366,7/10/2014,chewing gum,,FALSE
3603,4/11/2014,brown bread,,FALSE
1049,7/1/2014,margarine,,FALSE
4086,17-10-2014,dessert,,TRUE
3577,7/2/2014,fruit/vegetable juice,,FALSE
3487,9/2/2014,bottled water,,FALSE
1399,23-09-2014,rice,,TRUE
4561,27-01-2014,berries,,TRUE
3571,31-10-2014,other vegetables,,TRUE
1830,7/6/2014,bottled water,,FALSE
1426,18-11-2014,specialty chocolate,,TRUE
2851,11/4/2014,bottled beer,,FALSE
2709,2/4/2014,bottled water,,FALSE
1741,8/10/2014,packaged fruit/vegetables,,FALSE
1888,9/5/2014,whole milk,,FALSE
3500,20-11-2014,other vegetables,,TRUE
1136,4/6/2014,fruit/vegetable juice,,FALSE
4297,3/10/2014,yogurt,,FALSE
2464,21-10-2014,pastry,,TRUE
3711,20-05-2014,domestic eggs,,TRUE
2508,21-09-2014,bottled water,,TRUE
2901,10/7/2014,other vegetables,,FALSE
1142,10/12/2014,soda,,FALSE
1564,15-11-2014,pip fruit,,TRUE
4791,4/2/2014,fruit/vegetable juice,,FALSE
1150,29-08-2014,berries,,TRUE
1499,11/5/2014,sliced cheese,,FALSE
3278,13-03-2014,coffee,,TRUE
1038,28-01-2014,napkins,,TRUE
3225,23-07-2014,soda,,TRUE
1728,22-06-2014,rum,,TRUE
3361,24-12-2014,berries,,TRUE
1349,13-12-2014,cat food,,TRUE
3315,25-09-2014,canned beer,,TRUE
1897,15-07-2014,other vegetables,,TRUE
2883,9/5/2014,rolls/buns,,FALSE
4341,12/2/2014,chocolate marshmallow,,FALSE
4933,21-04-2014,butter,,TRUE
4926,20-11-2014,salty snack,,TRUE
4256,3/2/2014,tropical fruit,,FALSE
1450,20-05-2014,canned beer,,TRUE
4369,5/8/2014,red/blush wine,,FALSE
3266,14-12-2014,semi-finished bread,,TRUE
2287,4/5/2014,UHT-milk,,FALSE
4444,9/7/2014,canned beer,,FALSE
1860,26-07-2014,semi-finished bread,,TRUE
2854,19-06-2014,shopping bags,,TRUE
1929,14-04-2014,yogurt,,TRUE
3105,12/4/2014,whipped/sour cream,,FALSE
1628,25-10-2014,whole milk,,TRUE
4077,31-01-2014,whole milk,,TRUE
3864,26-03-2014,newspapers,,TRUE
2024,17-05-2014,canned beer,,TRUE
4635,17-10-2014,margarine,,TRUE
2996,29-04-2014,butter milk,,TRUE
4823,6/4/2014,dish cleaner,,FALSE
2253,16-12-2014,butter milk,,TRUE
4527,2/1/2014,curd,,FALSE
4692,29-08-2014,root vegetables,,TRUE
5000,9/3/2014,onions,,FALSE
1736,11/3/2014,soda,,FALSE
2702,12/11/2014,brown bread,,FALSE
2065,28-01-2014,other vegetables,,TRUE
1361,3/9/2014,salty snack,,FALSE
4721,26-01-2014,tropical fruit,,TRUE
3529,23-01-2014,other vegetables,,TRUE
1052,5/12/2014,hamburger meat,,FALSE
2178,26-01-2014,salt,,TRUE
4883,26-12-2014,whole milk,,TRUE
1899,7/2/2014,fruit/vegetable juice,,FALSE
4679,2/2/2014,shopping bags,,FALSE
2115,19-09-2014,whipped/sour cream,,TRUE
4418,12/9/2014,long life bakery product,,FALSE
4479,25-11-2014,rolls/buns,,TRUE
2048,24-11-2014,berries,,TRUE
1083,15-11-2014,whole milk,,TRUE
3725,20-09-2014,rolls/buns,,TRUE
2481,7/8/2014,root vegetables,,FALSE
1133,3/8/2014,pastry,,FALSE
4464,19-05-2014,soda,,TRUE
1591,19-12-2014,white bread,,TRUE
1964,30-08-2014,pickled vegetables,,TRUE
4594,28-11-2014,rolls/buns,,TRUE
1087,13-10-2014,white bread,,TRUE
1664,6/10/2014,sugar,,FALSE
2233,29-10-2014,pastry,,TRUE
4300,1/10/2014,yogurt,,FALSE
1955,16-11-2014,yogurt,,TRUE
3215,26-02-2014,bottled water,,TRUE
1407,3/11/2014,butter,,FALSE
2401,28-02-2014,specialty chocolate,,TRUE
4771,2/11/2014,citrus fruit,,FALSE
1776,28-04-2014,butter,,TRUE
2185,4/9/2014,cream cheese ,,FALSE
3465,30-09-2014,whipped/sour cream,,TRUE
4780,14-08-2014,salt,,TRUE
1798,4/7/2014,other vegetables,,FALSE
4148,26-06-2014,whipped/sour cream,,TRUE
2008,17-03-2014,soda,,TRUE
4487,18-08-2014,whole milk,,TRUE
4962,6/6/2014,yogurt,,FALSE
2411,24-03-2014,soups,,TRUE
1879,2/10/2014,dessert,,FALSE
1419,21-10-2014,male cosmetics,,TRUE
3063,8/2/2014,tropical fruit,,FALSE
1483,3/1/2014,dessert,,FALSE
2329,28-05-2014,newspapers,,TRUE
2524,22-08-2014,pip fruit,,TRUE
2239,1/12/2014,yogurt,,FALSE
3668,5/9/2014,pot plants,,FALSE
2340,8/4/2014,rolls/buns,,FALSE
4464,26-08-2014,other vegetables,,TRUE
3737,6/4/2014,pork,,FALSE
3538,1/2/2014,yogurt,,FALSE
1772,13-11-2014,canned beer,,TRUE
2451,2/8/2014,domestic eggs,,FALSE
3966,19-06-2014,frozen vegetables,,TRUE
4135,11/5/2014,cream cheese ,,FALSE
2747,24-09-2014,pastry,,TRUE
1013,26-03-2014,frozen vegetables,,TRUE
1356,19-12-2014,berries,,TRUE
4836,13-01-2014,cream cheese ,,TRUE
1784,5/9/2014,rolls/buns,,FALSE
2950,28-04-2014,whole milk,,TRUE
2602,20-01-2014,whole milk,,TRUE
1087,20-04-2014,whole milk,,TRUE
3111,1/6/2014,UHT-milk,,FALSE
2831,18-05-2014,soda,,TRUE
3428,21-10-2014,butter milk,,TRUE
3232,12/11/2014,whipped/sour cream,,FALSE
4983,13-12-2014,baking powder,,TRUE
4548,17-03-2014,napkins,,TRUE
4388,16-08-2014,rolls/buns,,TRUE
2315,27-10-2014,beverages,,TRUE
3320,19-02-2014,bottled beer,,TRUE
2589,31-03-2014,whole milk,,TRUE
2376,8/11/2014,whipped/sour cream,,FALSE
2802,15-12-2014,frozen vegetables,,TRUE
4771,6/3/2014,specialty vegetables,,FALSE
4917,2/12/2014,bottled beer,,FALSE
3578,10/9/2014,shopping bags,,FALSE
2532,21-09-2014,bottled water,,TRUE
2091,18-01-2014,vinegar,,TRUE
1661,21-01-2014,tidbits,,TRUE
3517,24-10-2014,domestic eggs,,TRUE
4138,24-08-2014,processed cheese,,TRUE
1312,2/9/2014,skin care,,FALSE
4678,13-03-2014,soap,,TRUE
1040,24-10-2014,white bread,,TRUE
4094,21-10-2014,fruit/vegetable juice,,TRUE
4584,29-08-2014,whole milk,,TRUE
1696,23-08-2014,root vegetables,,TRUE
1553,23-07-2014,other vegetables,,TRUE
4272,10/5/2014,soda,,FALSE
4066,7/8/2014,citrus fruit,,FALSE
1602,15-03-2014,pip fruit,,TRUE
2595,18-08-2014,brown bread,,TRUE
2440,22-06-2014,pip fruit,,TRUE
1764,3/1/2014,salty snack,,FALSE
4505,24-06-2014,berries,,TRUE
2643,12/12/2014,rolls/buns,,FALSE
2907,15-10-2014,processed cheese,,TRUE
2479,18-11-2014,whole milk,,TRUE
4071,16-12-2014,other vegetables,,TRUE
4939,8/1/2014,whipped/sour cream,,FALSE
3756,15-11-2014,other vegetables,,TRUE
4024,30-03-2014,UHT-milk,,TRUE
4132,4/11/2014,frozen fish,,FALSE
3256,17-10-2014,sliced cheese,,TRUE
2396,10/5/2014,canned vegetables,,FALSE
2471,12/8/2014,ice cream,,FALSE
1248,14-08-2014,pip fruit,,TRUE
3957,3/10/2014,bottled water,,FALSE
4347,9/7/2014,margarine,,FALSE
3840,11/1/2014,butter,,FALSE
3864,30-12-2014,sliced cheese,,TRUE
3918,6/12/2014,chewing gum,,FALSE
3539,27-08-2014,fruit/vegetable juice,,TRUE
4676,13-11-2014,other vegetables,,TRUE
1589,11/1/2014,butter,,FALSE
4415,14-07-2014,whipped/sour cream,,TRUE
1597,23-12-2014,oil,,TRUE
2743,12/5/2014,chocolate,,FALSE
3646,26-05-2014,whipped/sour cream,,TRUE
2796,18-04-2014,soda,,TRUE
4638,3/11/2014,margarine,,FALSE
2501,5/6/2014,pork,,FALSE
3082,7/9/2014,tropical fruit,,FALSE
3942,7/3/2014,condensed milk,,FALSE
1602,2/8/2014,beef,,FALSE
4668,4/5/2014,waffles,,FALSE
4661,30-05-2014,candy,,TRUE
1889,16-11-2014,root vegetables,,TRUE
1097,26-11-2014,whole milk,,TRUE
3033,25-09-2014,whole milk,,TRUE
2251,6/2/2014,other vegetables,,FALSE
4957,15-05-2014,frozen meals,,TRUE
2751,4/6/2014,dental care,,FALSE
2141,23-02-2014,potato products,,TRUE
3667,15-04-2014,hard cheese,,TRUE
2531,24-08-2014,cereals,,TRUE
1785,25-05-2014,other vegetables,,TRUE
3330,19-08-2014,spread cheese,,TRUE
2048,17-12-2014,other vegetables,,TRUE
3337,19-08-2014,whole milk,,TRUE
3749,10/12/2014,waffles,,FALSE
4190,30-12-2014,cake bar,,TRUE
1136,15-07-2014,butter milk,,TRUE
4797,11/2/2014,pastry,,FALSE
1224,31-08-2014,cooking chocolate,,TRUE
3903,16-04-2014,bottled water,,TRUE
1803,25-10-2014,chocolate,,TRUE
2056,26-12-2014,soda,,TRUE
1852,14-07-2014,fruit/vegetable juice,,TRUE
4962,17-10-2014,pip fruit,,TRUE
4183,26-03-2014,other vegetables,,TRUE
2673,23-04-2014,soda,,TRUE
4348,6/8/2014,whole milk,,FALSE
2629,26-05-2014,candy,,TRUE
1256,14-10-2014,other vegetables,,TRUE
1051,13-01-2014,bottled beer,,TRUE
4014,31-07-2014,pip fruit,,TRUE
4078,11/1/2014,hard cheese,,FALSE
3962,13-12-2014,rolls/buns,,TRUE
3182,19-02-2014,Instant food products,,TRUE
1013,28-03-2014,whipped/sour cream,,TRUE
1913,14-12-2014,UHT-milk,,TRUE
2694,9/10/2014,rolls/buns,,FALSE
2952,24-09-2014,skin care,,TRUE
2849,28-05-2014,sauces,,TRUE
2608,17-10-2014,whole milk,,TRUE
1966,23-09-2014,hard cheese,,TRUE
2361,15-12-2014,specialty bar,,TRUE
4469,29-11-2014,tropical fruit,,TRUE
4910,27-11-2014,mayonnaise,,TRUE
1526,13-07-2014,rolls/buns,,TRUE
2772,7/11/2014,specialty bar,,FALSE
2059,7/9/2014,napkins,,FALSE
1793,25-08-2014,hard cheese,,TRUE
4753,1/12/2014,white wine,,FALSE
4915,11/1/2014,rolls/buns,,FALSE
1281,28-07-2014,hamburger meat,,TRUE
3262,16-04-2014,frozen meals,,TRUE
4391,23-01-2014,salty snack,,TRUE
4751,29-11-2014,rolls/buns,,TRUE
4643,9/3/2014,bottled water,,FALSE
4015,18-12-2014,yogurt,,TRUE
3561,28-12-2014,whole milk,,TRUE
1018,1/10/2014,long life bakery product,,FALSE
